pais,codigo_iso,anio,tipo_ganado,cabezas_ganado,produccion_carne_ton,produccion_leche_lt,emisiones_ch4_ton_co2eq,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,flag_eficiencia_anomala,flag_leche_no_aplica,temperatura_promedio,temperatura_maxima,temperatura_minima,precipitacion_total,humedad_relativa_promedio,dias_con_heladas,meses_estres_hidrico,indice_aridez,n_eventos_total_regiones,ev_granizo,ev_helada_tardia,ev_incendios,ev_inundacion,ev_ola_calor,ev_sequia_extrema,ev_sequia_moderada,ev_sequia_severa,ev_tormenta_severa,flag_anio_eventos_extremos,tiene_subsidio_activo,reg_bienestar_animal,reg_deforestacion,reg_emisiones_ganaderas,reg_etanol_mezcla,reg_pesticidas_neonicotinoides,reg_reservas_legales,reg_rotacion_cultivos,reg_uso_agua,acuerdo_Acuerdo_Mercosur,acuerdo_Acuerdo_Paris,acuerdo_Convenio_Biodiversidad,acuerdo_ODS_2030,acuerdo_Protocolo_Kyoto,acuerdo_TLCAN,objetivo_reduccion_emisiones_pct,flag_sin_clima,precio_referencia_usd,ingreso_bruto_usd,margen_pct,beneficio_neto_usd
China,CHN,2014,ovino,6665103,59175,118752251.0,7276107,1.092,0.0089,0,0,1,19.3,26.1,8.1,1424.0,44.0,25.0,4.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,266287500.0,0.1,26628750.0
China,CHN,2014,caprino,17956013,7534,366821295.0,973525,0.054,0.0004,0,0,0,19.3,26.1,8.1,1424.0,44.0,25.0,4.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,31642800.0,0.1,3164280.0
China,CHN,2015,bovino,3950550,994530,1328003820.0,18985610,4.806,0.2517,1,0,0,12.6,24.8,2.3,1229.0,65.0,17.0,1.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,4067707262.4,0.1,406770726.24
China,CHN,2015,porcino,12709883,1183136,,11736029,0.923,0.0931,0,0,1,12.6,24.8,2.3,1229.0,65.0,17.0,1.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,2981337080.96,0.1,298133708.096
China,CHN,2015,avicola,140477930,1248538,,15525083,0.111,0.0089,0,0,1,12.6,24.8,2.3,1229.0,65.0,17.0,1.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,1997660800.0,0.1,199766080.0
China,CHN,2015,ovino,13232980,561624,97686192.0,12169740,0.92,0.0424,0,0,1,12.6,24.8,2.3,1229.0,65.0,17.0,1.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,2527308000.0,0.1,252730800.0
China,CHN,2015,caprino,15106328,367861,260356531.0,2336941,0.155,0.0244,0,0,0,12.6,24.8,2.3,1229.0,65.0,17.0,1.0,27.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,1545016200.0,0.1,154501620.0
China,CHN,2016,bovino,16714625,4775750,5363972393.0,32562729,1.948,0.2857,0,0,0,25.2,36.3,10.5,477.0,60.0,28.0,8.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,19533199560.0,0.13,2539315942.8
China,CHN,2016,porcino,8582792,1232066,,11412137,1.33,0.1436,0,0,1,25.2,36.3,10.5,477.0,60.0,28.0,8.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,3104633830.76,0.13,403602397.99880004
China,CHN,2016,avicola,701387853,2162724,,10663593,0.015,0.0031,0,0,1,25.2,36.3,10.5,477.0,60.0,28.0,8.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,3460358400.0,0.1,346035840.0
China,CHN,2016,ovino,9220316,489415,55512090.0,1802987,0.196,0.0531,0,0,1,25.2,36.3,10.5,477.0,60.0,28.0,8.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,2202367500.0,0.1,220236750.0
China,CHN,2016,caprino,2236158,125606,7616472.0,4020932,1.798,0.0562,0,0,0,25.2,36.3,10.5,477.0,60.0,28.0,8.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,527545200.0,0.1,52754520.0
China,CHN,2017,bovino,25843801,1565944,2017576014.0,22961287,0.888,0.0606,0,0,0,16.8,30.6,7.4,372.0,53.0,18.0,7.0,6.15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,6404836235.5199995,0.1,640483623.5519999
China,CHN,2017,porcino,18452853,2286298,,15105593,0.819,0.1239,0,0,1,16.8,30.6,7.4,372.0,53.0,18.0,7.0,6.15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,5761150878.280001,0.1,576115087.8280001
China,CHN,2017,avicola,401562934,1896318,,19412640,0.048,0.0047,0,0,1,16.8,30.6,7.4,372.0,53.0,18.0,7.0,6.15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,3034108800.0,0.1,303410880.0
China,CHN,2017,ovino,16429538,58442,474906475.0,2208255,0.134,0.0036,0,0,1,16.8,30.6,7.4,372.0,53.0,18.0,7.0,6.15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,262989000.0,0.1,26298900.0
China,CHN,2017,caprino,11763954,198902,233234231.0,8367460,0.711,0.0169,0,0,0,16.8,30.6,7.4,372.0,53.0,18.0,7.0,6.15,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,835388400.0,0.1,83538840.0
China,CHN,2018,bovino,26017093,1519213,4287512904.0,27451684,1.055,0.0584,0,0,0,8.7,19.3,-6.3,619.0,52.0,52.0,6.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,6213702707.04,0.14,869918378.9856001
China,CHN,2018,porcino,9743528,2273217,,10259214,1.053,0.2333,0,0,1,8.7,19.3,-6.3,619.0,52.0,52.0,6.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,5728188589.62,0.17,973792060.2354001
China,CHN,2018,avicola,638826321,2495709,,5920277,0.009,0.0039,0,0,1,8.7,19.3,-6.3,619.0,52.0,52.0,6.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,3993134400.0,0.14,559038816.0
China,CHN,2018,ovino,7683794,12957,454130038.0,7409239,0.964,0.0017,0,0,1,8.7,19.3,-6.3,619.0,52.0,52.0,6.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,58306500.0,0.14,8162910.000000001
China,CHN,2018,caprino,1107483,279491,389966214.0,9883972,8.925,0.2524,1,0,0,8.7,19.3,-6.3,619.0,52.0,52.0,6.0,19.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,1173862200.0,0.14,164340708.00000003
China,CHN,2019,bovino,17967138,995203,4445355188.0,28594127,1.591,0.0554,0,0,0,12.5,25.0,0.4,950.0,63.0,102.0,3.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,4070459886.24,0.14,569864384.0736
China,CHN,2019,porcino,15878063,2535145,,8880189,0.559,0.1597,0,0,1,12.5,25.0,0.4,950.0,63.0,102.0,3.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,6388210479.700001,0.17,1085995781.5490003
China,CHN,2019,avicola,61226239,1081169,,10696768,0.175,0.0177,0,0,1,12.5,25.0,0.4,950.0,63.0,102.0,3.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,1729870400.0,0.14,242181856.00000003
China,CHN,2019,ovino,1602940,325616,193800446.0,6784641,4.233,0.2031,1,0,1,12.5,25.0,0.4,950.0,63.0,102.0,3.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,1465272000.0,0.14,205138080.00000003
China,CHN,2019,caprino,7461075,251687,110451734.0,5507429,0.738,0.0337,0,0,0,12.5,25.0,0.4,950.0,63.0,102.0,3.0,21.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,1057085400.0,0.14,147991956.0
China,CHN,2020,bovino,28892797,3725671,1577435051.0,39548637,1.369,0.1289,0,0,0,21.6,29.8,8.3,956.0,84.0,31.0,1.0,12.29,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4090.08,15238292443.68,0.14,2133360942.1152003
China,CHN,2020,porcino,7851387,501878,,3710497,0.473,0.0639,0,0,1,21.6,29.8,8.3,956.0,84.0,31.0,1.0,12.29,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,2519.86,1264662297.0800002,0.14,177052721.59120005
China,CHN,2020,avicola,948985962,172466,,20025606,0.021,0.0002,0,0,1,21.6,29.8,8.3,956.0,84.0,31.0,1.0,12.29,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,1600.0,275945600.0,0.14,38632384.0
China,CHN,2020,ovino,2167490,272429,52042632.0,4529238,2.09,0.1257,0,0,1,21.6,29.8,8.3,956.0,84.0,31.0,1.0,12.29,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4500.0,1225930500.0,0.14,171630270.00000003
China,CHN,2020,caprino,13009814,200972,201418163.0,1718379,0.132,0.0154,0,0,0,21.6,29.8,8.3,956.0,84.0,31.0,1.0,12.29,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0.0,0,4200.0,844082400.0,0.14,118171536.00000001
Francia,FRA,2011,bovino,49077791,2380901,2202219199.0,12914295,0.263,0.0485,0,0,0,20.7,31.1,14.7,1160.0,78.0,29.0,3.0,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4090.08,9738075562.08,0.1,973807556.2080001
Francia,FRA,2011,porcino,12522389,2852852,,5488517,0.438,0.2278,0,0,1,20.7,31.1,14.7,1160.0,78.0,29.0,3.0,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,2519.86,7188787640.72,0.13,934542393.2936001
Francia,FRA,2011,avicola,306056888,1617093,,1089448,0.004,0.0053,0,0,1,20.7,31.1,14.7,1160.0,78.0,29.0,3.0,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1600.0,2587348800.0,0.1,258734880.0
Francia,FRA,2011,ovino,17473421,496202,388007797.0,8355699,0.478,0.0284,0,0,1,20.7,31.1,14.7,1160.0,78.0,29.0,3.0,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4500.0,2232909000.0,0.1,223290900.0
Francia,FRA,2011,caprino,7989589,93464,167774608.0,1254709,0.157,0.0117,0,0,0,20.7,31.1,14.7,1160.0,78.0,29.0,3.0,15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4200.0,392548800.0,0.1,39254880.0
Francia,FRA,2012,bovino,23756568,3946035,8818614202.0,33507182,1.41,0.1661,0,0,0,21.2,28.9,7.8,1186.0,69.0,79.0,3.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4090.08,16139598832.8,0.13,2098147848.264
Francia,FRA,2012,porcino,1300870,916435,,5345671,4.109,0.7045,1,0,1,21.2,28.9,7.8,1186.0,69.0,79.0,3.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,2519.86,2309287899.1,0.1,230928789.91
Francia,FRA,2012,avicola,199246011,1647881,,28657699,0.144,0.0083,0,0,1,21.2,28.9,7.8,1186.0,69.0,79.0,3.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1600.0,2636609600.0,0.1,263660960.0
Francia,FRA,2012,ovino,19192996,182141,244356693.0,9493749,0.495,0.0095,0,0,1,21.2,28.9,7.8,1186.0,69.0,79.0,3.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4500.0,819634500.0,0.1,81963450.0
Francia,FRA,2012,caprino,8990414,271981,63202626.0,923175,0.103,0.0303,0,0,0,21.2,28.9,7.8,1186.0,69.0,79.0,3.0,15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4200.0,1142320200.0,0.1,114232020.0
Francia,FRA,2013,bovino,40879817,2603572,3755215670.0,37930751,0.928,0.0637,0,0,0,15.3,25.1,3.2,1209.0,44.0,87.0,2.0,21.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4090.08,10648817765.76,0.1,1064881776.5760001
Francia,FRA,2013,porcino,5440027,495848,,2186243,0.402,0.0911,0,0,1,15.3,25.1,3.2,1209.0,44.0,87.0,2.0,21.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,2519.86,1249467541.28,0.1,124946754.128
Francia,FRA,2013,avicola,826029478,839066,,16894010,0.02,0.001,0,0,1,15.3,25.1,3.2,1209.0,44.0,87.0,2.0,21.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1600.0,1342505600.0,0.1,134250560.0
Francia,FRA,2013,ovino,11740565,289148,137236560.0,8206300,0.699,0.0246,0,0,1,15.3,25.1,3.2,1209.0,44.0,87.0,2.0,21.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4500.0,1301166000.0,0.1,130116600.0
Francia,FRA,2013,caprino,15493182,12148,445845219.0,6035590,0.39,0.0008,0,0,0,15.3,25.1,3.2,1209.0,44.0,87.0,2.0,21.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4200.0,51021600.0,0.1,5102160.0
Francia,FRA,2014,bovino,23293651,4374503,6824435862.0,8529483,0.366,0.1878,0,0,0,14.6,26.7,4.7,1302.0,85.0,97.0,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4090.08,17892067230.239998,0.13,2325968739.9312
Francia,FRA,2014,porcino,17243367,2677651,,815503,0.047,0.1553,0,0,1,14.6,26.7,4.7,1302.0,85.0,97.0,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,2519.86,6747305648.860001,0.13,877149734.3518001
Francia,FRA,2014,avicola,489619923,2101971,,9303438,0.019,0.0043,0,0,1,14.6,26.7,4.7,1302.0,85.0,97.0,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1600.0,3363153600.0,0.1,336315360.0
Francia,FRA,2014,ovino,4747062,190055,264200730.0,611364,0.129,0.04,0,0,1,14.6,26.7,4.7,1302.0,85.0,97.0,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4500.0,855247500.0,0.1,85524750.0
Francia,FRA,2014,caprino,14133097,188510,107948392.0,1557061,0.11,0.0133,0,0,0,14.6,26.7,4.7,1302.0,85.0,97.0,0.0,24.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4200.0,791742000.0,0.1,79174200.0
Francia,FRA,2015,bovino,30182916,1094275,9669792926.0,49330777,1.634,0.0363,0,0,0,23.3,31.6,12.6,1455.0,72.0,52.0,2.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4090.08,4475672292.0,0.1,447567229.20000005
Francia,FRA,2015,porcino,15464061,2293556,,3410747,0.221,0.1483,0,0,1,23.3,31.6,12.6,1455.0,72.0,52.0,2.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,2519.86,5779440022.16,0.13,751327202.8808
Francia,FRA,2015,avicola,757454111,862687,,12566191,0.017,0.0011,0,0,1,23.3,31.6,12.6,1455.0,72.0,52.0,2.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1600.0,1380299200.0,0.1,138029920.0
Francia,FRA,2015,ovino,12889504,137436,152336691.0,3024484,0.235,0.0107,0,0,1,23.3,31.6,12.6,1455.0,72.0,52.0,2.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4500.0,618462000.0,0.1,61846200.0
Francia,FRA,2015,caprino,18424813,392653,194033768.0,2277132,0.124,0.0213,0,0,0,23.3,31.6,12.6,1455.0,72.0,52.0,2.0,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4200.0,1649142600.0,0.1,164914260.0
Francia,FRA,2016,bovino,29281781,4460094,7148621658.0,18899560,0.645,0.1523,0,0,0,12.7,25.4,7.0,877.0,44.0,67.0,0.0,19.18,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4090.08,18242141267.52,0.13,2371478364.7776003
Francia,FRA,2016,porcino,735377,2068083,,11319421,15.393,1.0,1,1,1,12.7,25.4,7.0,877.0,44.0,67.0,0.0,19.18,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,2519.86,5211279628.38,0.1,521127962.83800006
Francia,FRA,2016,avicola,968124267,548832,,24536101,0.025,0.0006,0,0,1,12.7,25.4,7.0,877.0,44.0,67.0,0.0,19.18,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,1600.0,878131200.0,0.1,87813120.0
Francia,FRA,2016,ovino,20421099,384206,94948012.0,5648807,0.277,0.0188,0,0,1,12.7,25.4,7.0,877.0,44.0,67.0,0.0,19.18,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4500.0,1728927000.0,0.1,172892700.0
Francia,FRA,2016,caprino,2379499,455178,169749236.0,387896,0.163,0.1913,0,0,0,12.7,25.4,7.0,877.0,44.0,67.0,0.0,19.18,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0,4200.0,1911747600.0,0.13,248527188.0
Francia,FRA,2017,bovino,15738650,2448105,536407924.0,34107882,2.167,0.1555,0,0,0,15.3,28.7,10.0,588.0,71.0,93.0,4.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4090.08,10012945298.4,0.13,1301682888.792
Francia,FRA,2017,porcino,19446668,2053415,,15070259,0.775,0.1056,0,0,1,15.3,28.7,10.0,588.0,71.0,93.0,4.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,2519.86,5174318321.900001,0.1,517431832.19000006
Francia,FRA,2017,avicola,56330624,647391,,5801164,0.103,0.0115,0,0,1,15.3,28.7,10.0,588.0,71.0,93.0,4.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,1600.0,1035825600.0,0.1,103582560.0
Francia,FRA,2017,ovino,11480229,500675,554122923.0,10239348,0.892,0.0436,0,0,1,15.3,28.7,10.0,588.0,71.0,93.0,4.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4500.0,2253037500.0,0.1,225303750.0
Francia,FRA,2017,caprino,17582136,80413,43040813.0,4325324,0.246,0.0046,0,0,0,15.3,28.7,10.0,588.0,71.0,93.0,4.0,10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4200.0,337734600.0,0.1,33773460.0
Francia,FRA,2018,bovino,12306341,3183829,4022912164.0,13593236,1.105,0.2587,0,0,0,13.1,26.1,4.3,418.0,70.0,17.0,9.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4090.08,13022115316.32,0.13,1692874991.1216
Francia,FRA,2018,porcino,15404279,1420286,,17539519,1.139,0.0922,0,0,1,13.1,26.1,4.3,418.0,70.0,17.0,9.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,2519.86,3578921879.96,0.1,357892187.99600005
Francia,FRA,2018,avicola,603454803,1431516,,20891172,0.035,0.0024,0,0,1,13.1,26.1,4.3,418.0,70.0,17.0,9.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,1600.0,2290425600.0,0.1,229042560.0
Francia,FRA,2018,ovino,3972256,562280,166677772.0,6139728,1.546,0.1416,0,0,1,13.1,26.1,4.3,418.0,70.0,17.0,9.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4500.0,2530260000.0,0.13,328933800.0
Francia,FRA,2018,caprino,7801494,399913,311241892.0,7329637,0.94,0.0513,0,0,0,13.1,26.1,4.3,418.0,70.0,17.0,9.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4200.0,1679634600.0,0.1,167963460.0
Francia,FRA,2019,bovino,12226975,2038131,1270982407.0,34219376,2.799,0.1667,1,0,0,22.1,32.1,15.3,452.0,65.0,25.0,8.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,4090.08,8336118840.48,0.14,1167056637.6672
Francia,FRA,2019,porcino,10679837,1389375,,1950313,0.183,0.1301,0,0,1,22.1,32.1,15.3,452.0,65.0,25.0,8.0,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0,2519.86,3501030487.5,0.14,490144268.25000006
