pais,codigo_iso,anio,tipo_ganado,cabezas_ganado,produccion_carne_ton,emisiones_ch4_ton_co2eq,intensidad_emisiones,eficiencia_carne,flag_emision_extrema,anomalia_predicha_if,anomaly_score_if,anomalia_predicha_svm,anomaly_score_svm,consensus_anomalia,estado_emision,resultado_validacion
Nueva Zelanda,NZL,2019,avicola,775109869,2116125,10825214,0.014,0.0027,0,0,0.4093499642954929,0,-6.659774332150723,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2019,ovino,14054937,311619,4849083,0.345,0.0222,0,0,0.361561867533527,0,-8.343707234047267,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2019,caprino,6590627,459157,2195241,0.333,0.0697,0,0,0.379419871498308,0,-8.273793435181885,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2020,bovino,45456706,3734940,26851487,0.591,0.0822,0,0,0.3900934269163672,0,-7.064570304650695,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2020,porcino,16587468,388248,604945,0.036,0.0234,0,0,0.4158796867647186,0,-6.229877945526161,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2020,avicola,176901287,452394,21216470,0.12,0.0026,0,0,0.41177116406989533,0,-7.277779434328993,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2020,ovino,19521707,225791,1422878,0.073,0.0116,0,0,0.38568291995936593,0,-7.69687650982248,0,Normal,Verdadero Negativo
Nueva Zelanda,NZL,2020,caprino,25483676,110906,7620440,0.299,0.0044,0,0,0.37565647586600326,0,-8.087007216156746,0,Normal,Verdadero Negativo
España,ESP,2011,bovino,16155981,2941417,13917041,0.861,0.1821,0,0,0.3858657605087123,0,-7.792302513378012,0,Normal,Verdadero Negativo
España,ESP,2011,porcino,14820502,2555016,12753873,0.861,0.1724,0,0,0.38652001923322116,0,-6.9794009691408965,0,Normal,Verdadero Negativo
España,ESP,2011,avicola,702042313,1786060,15191189,0.022,0.0025,0,0,0.407154910563876,0,-6.72204549899399,0,Normal,Verdadero Negativo
España,ESP,2011,ovino,18602628,284440,3447862,0.185,0.0153,0,0,0.3704751721837079,0,-8.260285063180195,0,Normal,Verdadero Negativo
España,ESP,2011,caprino,5162355,58965,3729788,0.722,0.0114,0,0,0.3899870064212875,0,-7.430326264762235,0,Normal,Verdadero Negativo
España,ESP,2012,bovino,19441047,4982211,37590503,1.934,0.2563,0,0,0.42301365560861554,0,-6.52605034131996,0,Normal,Verdadero Negativo
España,ESP,2012,porcino,14273816,1587592,10861188,0.761,0.1112,0,0,0.37749360762193485,0,-7.236881899023144,0,Normal,Verdadero Negativo
España,ESP,2012,avicola,698995768,1501857,11308118,0.016,0.0021,0,0,0.4032857234780837,0,-6.884234134075293,0,Normal,Verdadero Negativo
España,ESP,2012,ovino,17064435,122869,155072,0.009,0.0072,0,0,0.44663577980981306,1,-4.7633861725934805,0,Normal,Verdadero Negativo
España,ESP,2012,caprino,7167598,51838,2506992,0.35,0.0072,0,0,0.39468505505458584,0,-7.299397814602919,0,Normal,Verdadero Negativo
España,ESP,2013,bovino,31890627,50460,4363183,0.137,0.0016,0,0,0.4016997232918968,0,-7.178148538147303,0,Normal,Verdadero Negativo
España,ESP,2013,porcino,15857025,1958832,12115303,0.764,0.1235,0,0,0.38149137084288887,0,-7.079889448131569,0,Normal,Verdadero Negativo
España,ESP,2013,avicola,314479595,1109189,25575321,0.081,0.0035,0,0,0.4068496083459552,0,-6.94722750866112,0,Normal,Verdadero Negativo
España,ESP,2013,ovino,20559081,230377,7165398,0.349,0.0112,0,0,0.3666647853432269,0,-8.188339669690576,0,Normal,Verdadero Negativo
España,ESP,2013,caprino,12040230,169560,8915734,0.74,0.0141,0,0,0.3666190215175511,0,-8.276372807806874,0,Normal,Verdadero Negativo
España,ESP,2014,bovino,7262938,2143949,50603829,6.967,0.2952,1,0,0.5031733270446168,0,-5.236989883522382,0,Normal,Falso Negativo
España,ESP,2014,porcino,5529362,2019761,10342916,1.871,0.3653,0,0,0.41576921387551785,0,-7.404230433991308,0,Normal,Verdadero Negativo
España,ESP,2014,avicola,834564578,1959315,10504333,0.013,0.0023,0,0,0.40990666495752104,0,-6.661791305925937,0,Normal,Verdadero Negativo
España,ESP,2014,ovino,18210513,462519,5764340,0.317,0.0254,0,0,0.3639574008158607,0,-8.377124031799138,0,Normal,Verdadero Negativo
España,ESP,2014,caprino,13920374,512348,6671578,0.479,0.0368,0,0,0.36107843747326784,0,-8.71602724391591,0,Normal,Verdadero Negativo
España,ESP,2015,bovino,14781866,4571270,25151739,1.702,0.3092,0,0,0.40818300779952404,0,-6.9422730926856975,0,Normal,Verdadero Negativo
España,ESP,2015,porcino,880955,945929,8127676,9.226,1.0,1,1,0.5634129670044092,1,-4.763508116374764,1,Anomalía detectada,Verdadero Positivo
España,ESP,2015,avicola,212082298,112742,20848351,0.098,0.0005,0,0,0.4290743553591323,0,-6.453772963081983,0,Normal,Verdadero Negativo
España,ESP,2015,ovino,3458994,520448,4698670,1.358,0.1505,0,0,0.3857711750611574,0,-8.3840864412794,0,Normal,Verdadero Negativo
España,ESP,2015,caprino,550709,366129,750684,1.363,0.6648,0,0,0.4952602240687154,0,-4.911573422788461,0,Normal,Verdadero Negativo
España,ESP,2016,bovino,52397727,4835114,56693210,1.082,0.0923,0,0,0.42411517985851904,0,-6.022465162629931,0,Normal,Verdadero Negativo
España,ESP,2016,porcino,12849256,3606594,1934206,0.151,0.2807,0,0,0.41856871634270787,0,-6.57251849964552,0,Normal,Verdadero Negativo
España,ESP,2016,avicola,1058397455,195894,35832870,0.034,0.0002,0,0,0.4329493701140393,0,-5.64965805246246,0,Normal,Verdadero Negativo
España,ESP,2016,ovino,17259168,352343,8412917,0.487,0.0204,0,0,0.36245843165069613,0,-8.264044101318149,0,Normal,Verdadero Negativo
España,ESP,2016,caprino,19763040,493796,11475444,0.581,0.025,0,0,0.36393068422494007,0,-8.546311431993768,0,Normal,Verdadero Negativo
España,ESP,2017,bovino,3338093,2950938,45783026,13.715,0.884,1,1,0.5929317772013326,1,-4.103207744219947,1,Anomalía detectada,Verdadero Positivo
España,ESP,2017,porcino,6870232,696169,2017042,0.294,0.1013,0,0,0.3921075734629016,0,-7.38391976170354,0,Normal,Verdadero Negativo
España,ESP,2017,avicola,981781460,378443,3110709,0.003,0.0004,0,0,0.4255351175786847,0,-6.3663266835851,0,Normal,Verdadero Negativo
España,ESP,2017,ovino,2132668,169066,9191028,4.31,0.0793,1,0,0.4441291673782085,0,-6.67826060865575,0,Normal,Falso Negativo
España,ESP,2017,caprino,6718225,356559,388573,0.058,0.0531,0,0,0.41380613840084524,0,-6.259594258768339,0,Normal,Verdadero Negativo
España,ESP,2018,bovino,62429420,3663200,39197647,0.628,0.0587,0,0,0.40106300990375676,0,-6.638865132737885,0,Normal,Verdadero Negativo
España,ESP,2018,porcino,3447533,500967,5026613,1.458,0.1453,0,0,0.3992496620274492,0,-7.676317953351705,0,Normal,Verdadero Negativo
España,ESP,2018,avicola,533771931,405005,25188999,0.047,0.0008,0,0,0.41252257652585955,0,-6.682615869901466,0,Normal,Verdadero Negativo
España,ESP,2018,ovino,6984307,283949,5646934,0.809,0.0407,0,0,0.3681587498661825,0,-8.286529145243549,0,Normal,Verdadero Negativo
España,ESP,2018,caprino,17254572,222713,156305,0.009,0.0129,0,0,0.4333252483478984,0,-4.890084575916163,0,Normal,Verdadero Negativo
España,ESP,2019,bovino,46059972,3568244,38511613,0.836,0.0775,0,0,0.3975977035234312,0,-6.7367095508743935,0,Normal,Verdadero Negativo
España,ESP,2019,porcino,2989696,2183262,7294050,2.44,0.7303,1,0,0.4623672931164644,0,-6.68145056828964,0,Normal,Falso Negativo
España,ESP,2019,avicola,1299498965,381827,9381977,0.007,0.0003,0,0,0.41265097241562576,0,-6.533286678651101,0,Normal,Verdadero Negativo
España,ESP,2019,ovino,8460124,230997,589201,0.07,0.0273,0,0,0.3993996125292246,0,-6.756956932351678,0,Normal,Verdadero Negativo
España,ESP,2019,caprino,446516,132802,7121221,15.948,0.2974,1,1,0.589843810313609,1,-4.132816405329837,1,Anomalía detectada,Verdadero Positivo
España,ESP,2020,bovino,50472337,2156785,10080837,0.2,0.0427,0,0,0.38099608574631,0,-8.007090469148856,0,Normal,Verdadero Negativo
España,ESP,2020,porcino,13165170,1297936,3469971,0.264,0.0986,0,0,0.38204799084774843,0,-7.412131584806678,0,Normal,Verdadero Negativo
España,ESP,2020,avicola,582761175,730468,14279694,0.025,0.0013,0,0,0.40067625495307,0,-7.076207131692493,0,Normal,Verdadero Negativo
España,ESP,2020,ovino,5898700,137149,3189508,0.541,0.0233,0,0,0.3814756580192076,0,-7.889736928495466,0,Normal,Verdadero Negativo
España,ESP,2020,caprino,9799877,138900,7365200,0.752,0.0142,0,0,0.36877518361337064,0,-8.192533455874997,0,Normal,Verdadero Negativo
